Date,Price,Open,High,Low,Vol.,Change %
03/03/2019,"3,944.30","3,823.20","3,964.00","3,681.80",19.19M,3.17%
03/10/2019,"4,006.40","3,944.40","4,050.60","3,817.10",19.44M,1.57%
03/17/2019,"4,002.50","4,006.40","4,064.00","3,923.80",20.06M,-0.10%
03/24/2019,"4,111.80","4,002.60","4,138.10","3,897.90",19.14M,2.73%
03/31/2019,"5,046.20","4,111.80","5,278.40","4,076.80",36.99M,22.73%
04/07/2019,"5,051.80","5,046.10","5,404.10","4,889.20",5.83M,0.11%
04/14/2019,"5,290.20","5,052.00","5,327.00","4,964.20",4.90M,4.72%
04/21/2019,"5,265.90","5,290.20","5,594.40","5,137.40",6.56M,-0.46%
04/28/2019,"5,830.90","5,265.70","5,899.20","5,188.90",5.56M,10.73%
05/05/2019,"7,190.30","5,830.80","7,373.80","5,630.50",5.78M,23.31%
05/12/2019,"7,262.60","7,190.00","8,323.90","6,802.60",9.03M,1.01%
05/19/2019,"8,027.40","7,261.90","8,253.40","7,252.30",6.20M,10.53%
05/26/2019,"8,545.70","8,029.60","9,045.90","7,866.50",20.69M,6.46%
06/02/2019,"7,901.40","8,545.80","8,807.70","7,480.40",4.88M,-7.54%
06/09/2019,"8,812.50","7,901.60","8,856.70","7,516.90",4.24M,11.53%
06/16/2019,"10,721.70","8,812.20","11,160.50","8,771.10",5.15M,21.66%
06/23/2019,"11,906.50","10,721.50","13,929.80","10,493.50",7.21M,11.05%
06/30/2019,"11,268.00","11,906.00","12,179.30","9,728.50",6.41M,-5.36%
07/07/2019,"11,364.90","11,267.90","13,134.40","10,839.40",5.64M,0.86%
07/14/2019,"10,826.70","11,364.30","11,448.70","9,082.60",6.29M,-4.74%
07/21/2019,"9,492.10","10,827.00","10,883.80","9,389.10",4.02M,-12.33%
07/28/2019,"10,815.70","9,491.10","10,893.60","9,401.10",3.89M,13.94%
08/04/2019,"11,314.50","10,816.10","12,291.90","10,568.80",4.55M,4.61%
08/11/2019,"10,218.10","11,314.60","11,728.40","9,580.10",4.62M,-9.69%
08/18/2019,"10,131.00","10,219.30","10,941.60","9,777.00",3.57M,-0.85%
08/25/2019,"9,594.40","10,132.10","10,568.20","9,343.00",3.29M,-5.30%
09/01/2019,"10,461.10","9,594.70","10,896.20","9,533.60",3.62M,9.03%
09/08/2019,"10,337.30","10,461.60","10,578.00","9,908.90",2.74M,-1.18%
09/15/2019,"9,993.00","10,337.30","10,360.50","9,707.60",2.51M,-3.33%
09/22/2019,"8,208.50","9,993.00","10,075.00","7,773.60",4.23M,-17.86%
09/29/2019,"8,127.30","8,208.00","8,486.20","7,749.00",3.23M,-0.99%
10/06/2019,"8,304.40","8,127.30","8,751.10","7,797.00",4.00M,2.18%
10/13/2019,"7,957.30","8,304.30","8,450.20","7,842.00",3.38M,-4.18%
10/20/2019,"9,230.60","7,957.40","10,540.00","7,329.20",4.23M,16.00%
10/27/2019,"9,300.60","9,230.60","9,866.90","8,959.60",6.08M,0.76%
11/03/2019,"8,804.50","9,300.50","9,500.40","8,722.40",4.63M,-5.33%
11/10/2019,"8,497.30","8,804.70","9,092.90","8,437.10",4.02M,-3.49%
11/17/2019,"7,324.10","8,497.40","8,631.70","6,818.50",6.19M,-13.81%
11/24/2019,"7,546.60","7,325.00","7,825.30","6,534.80",6.29M,3.04%
12/01/2019,"7,510.90","7,546.50","7,702.20","7,113.60",5.17M,-0.47%
12/08/2019,"7,080.80","7,510.80","7,626.00","7,043.30",3.88M,-5.73%
12/15/2019,"7,156.20","7,080.80","7,387.70","6,462.20",5.22M,1.07%
12/22/2019,"7,321.50","7,156.30","7,684.00","7,128.50",5.29M,2.31%
12/29/2019,"7,376.80","7,321.60","7,518.90","6,884.10",4.70M,0.75%
01/05/2020,"8,024.10","7,376.80","8,436.40","7,345.60",6.53M,8.78%
01/12/2020,"8,916.30","8,023.30","9,005.10","7,973.10",6.33M,11.12%
01/19/2020,"8,341.60","8,916.30","9,183.70","8,242.60",4.60M,-6.45%
01/26/2020,"9,381.60","8,341.60","9,569.00","8,304.90",4.89M,12.47%
02/02/2020,"9,895.50","9,381.50","9,931.20","9,381.50",4.78M,5.48%
02/09/2020,"9,907.70","9,895.40","10,482.60","9,725.10",5.39M,0.12%
02/16/2020,"9,655.70","9,907.40","10,230.90","9,424.30",5.93M,-2.54%
02/23/2020,"8,543.70","9,655.60","9,981.00","8,451.90",7.28M,-11.52%
03/01/2020,"8,887.80","8,543.80","9,180.80","8,437.20",6.44M,4.03%
03/08/2020,"5,182.70","8,887.80","8,888.00","3,869.50",16.09M,-41.69%
03/15/2020,"6,186.20","5,182.90","6,858.10","4,477.70",14.45M,19.36%
03/22/2020,"6,233.70","6,186.90","6,930.20","5,710.80",10.15M,0.77%
03/29/2020,"6,857.40","6,233.20","7,182.70","5,872.50",9.18M,10.01%
04/05/2020,"6,867.80","6,857.50","7,440.30","6,686.00",8.36M,0.15%
04/12/2020,"7,230.80","6,867.90","7,259.40","6,520.50",7.48M,5.29%
04/19/2020,"7,540.40","7,230.90","7,684.60","6,771.20",12.22M,4.28%
04/26/2020,"8,966.30","7,540.40","9,437.50","7,520.50",8.77M,18.91%
05/03/2020,"9,554.60","8,966.20","10,033.00","8,553.20",9.63M,6.56%
05/10/2020,"9,379.50","9,553.90","9,887.50","8,235.60",12.52M,-1.83%
05/17/2020,"9,177.00","9,376.60","9,930.20","8,833.60",7.89M,-2.16%
05/24/2020,"9,692.50","9,177.90","9,729.90","8,666.10",6.17M,5.62%
05/31/2020,"9,669.60","9,692.90","10,301.80","9,347.30",4.72M,-0.24%
06/07/2020,"9,471.30","9,669.60","9,970.90","9,139.10",3.94M,-2.05%
06/14/2020,"9,358.80","9,470.70","9,577.10","8,925.60",3.38M,-1.19%
06/21/2020,"9,008.30","9,358.80","9,751.90","8,865.30",3.24M,-3.74%
06/28/2020,"9,134.40","9,008.40","9,289.00","8,950.20",2.61M,1.40%
07/05/2020,"9,233.30","9,134.30","9,458.30","8,932.10",3.03M,1.08%
07/12/2020,"9,170.20","9,234.20","9,337.80","9,052.00",2.76M,-0.68%
07/19/2020,"9,704.10","9,170.10","9,729.30","9,106.40",2.56M,5.82%
07/26/2020,"11,803.10","10,961.10","11,847.70","10,771.80",4.12M,21.63%
08/02/2020,"11,764.30","11,802.60","12,061.10","10,730.70",3.74M,-0.33%
08/09/2020,"11,845.30","11,764.40","12,041.10","11,146.70",3.46M,0.69%
08/16/2020,"11,661.30","11,845.50","12,444.10","11,382.10",3.65M,-1.55%
08/23/2020,"11,468.10","11,661.10","11,824.60","11,131.00",3.40M,-1.66%
08/30/2020,"10,092.20","11,468.10","12,045.90","9,897.80",56.56M,-12.00%
09/06/2020,"10,441.90","10,092.20","10,480.30","9,877.10",24.92M,3.47%
09/13/2020,"11,081.80","10,441.70","11,177.10","10,219.40",552.84K,6.13%
09/20/2020,"10,727.90","11,081.60","11,081.60","10,146.60",521.93K,-3.19%
09/27/2020,"10,544.20","10,727.90","10,946.60","10,387.60",473.68K,-1.71%
10/04/2020,"11,298.40","10,544.40","11,475.00","10,520.80",415.50K,7.15%
10/11/2020,"11,362.10","11,295.60","11,715.90","11,224.60",458.66K,0.56%
10/18/2020,"13,117.20","11,362.10","13,213.50","11,349.80",649.57K,15.45%
10/25/2020,"13,797.30","13,117.00","14,065.40","12,792.40",737.16K,5.18%
11/01/2020,"14,828.40","13,795.50","15,955.20","13,214.20",969.23K,7.47%
11/08/2020,"16,071.00","14,826.60","16,474.10","14,720.70",849.61K,8.38%
11/15/2020,"18,687.20","16,074.70","18,966.00","15,782.30",985.86K,16.28%
11/22/2020,"17,730.70","18,394.60","19,486.70","16,235.20",1.15M,-5.12%
11/29/2020,"19,146.50","17,729.70","19,897.40","17,530.40",883.70K,7.99%
12/06/2020,"18,808.90","19,146.00","19,424.60","17,600.10",642.93K,-1.76%
12/13/2020,"23,844.00","18,808.10","24,107.10","18,716.80",1.01M,26.77%
12/20/2020,"26,454.40","23,843.60","26,826.00","22,015.50",805.84K,10.95%
12/27/2020,"32,193.30","26,460.30","33,233.50","25,858.20",962.22K,21.69%
01/03/2021,"40,151.90","32,192.90","41,921.70","28,204.50",1.57M,24.72%
01/10/2021,"36,019.50","40,149.70","41,362.40","30,411.60",1.40M,-10.29%
01/17/2021,"32,088.90","36,020.10","37,821.00","28,871.20",1.14M,-10.91%
01/24/2021,"34,283.10","32,088.50","38,546.00","29,290.40",1.38M,6.84%
01/31/2021,"39,256.60","34,281.60","40,939.70","32,189.90",844.34K,14.51%
02/07/2021,"47,168.70","39,228.90","48,927.40","37,381.60",1.12M,20.16%
02/14/2021,"55,923.70","47,172.10","57,523.80","45,786.10",880.27K,18.56%
02/21/2021,"46,136.70","55,907.60","58,335.10","44,248.20",1.08M,-17.50%
02/28/2021,"48,855.60","46,136.00","52,567.90","43,100.60",647.90K,5.89%
03/07/2021,"61,195.30","48,899.00","61,795.80","48,890.60",726.92K,25.26%
03/14/2021,"58,093.40","61,192.70","61,673.70","53,342.60",705.78K,-5.07%
03/21/2021,"55,862.90","58,097.40","58,583.80","50,441.30",736.81K,-3.84%
03/28/2021,"57,059.90","55,856.90","60,134.90","54,711.30",551.09K,2.14%
04/04/2021,"59,748.40","57,059.70","61,229.00","55,489.30",478.37K,4.71%
04/11/2021,"60,041.90","59,772.40","64,778.00","59,250.30",738.10K,0.49%
04/18/2021,"50,088.90","60,043.20","60,362.10","47,659.40",1.12M,-16.58%
04/25/2021,"57,807.10","50,088.20","58,449.40","47,098.50",650.34K,15.41%
05/02/2021,"58,840.10","57,807.20","59,471.10","53,741.50",714.62K,1.79%
05/09/2021,"46,708.80","58,840.60","59,523.90","46,331.10",971.69K,-20.62%
05/16/2021,"37,448.30","46,729.30","49,764.30","30,261.70",2.10M,-19.83%
05/23/2021,"34,584.60","37,446.80","40,750.00","31,192.40",1.36M,-7.65%
05/30/2021,"35,520.00","34,589.30","39,462.30","33,441.00",795.23K,2.70%
06/06/2021,"35,467.50","35,518.70","38,340.80","31,158.10",955.16K,-0.15%
06/13/2021,"35,513.40","35,467.50","41,318.00","34,827.00",869.90K,0.13%
06/20/2021,"32,243.40","35,510.90","36,097.90","28,901.80",1.38M,-9.21%
06/27/2021,"34,742.80","32,247.10","36,590.30","32,041.70",644.50K,7.75%
07/04/2021,"33,510.60","34,742.80","35,957.60","32,146.90",538.72K,-3.55%
07/11/2021,"31,518.60","33,510.80","34,598.00","31,062.20",444.39K,-5.94%
07/18/2021,"33,824.80","31,517.90","33,955.00","29,310.20",547.54K,7.32%
07/25/2021,"41,553.70","34,392.50","42,285.30","33,881.30",772.12K,22.85%
08/01/2021,"44,614.20","41,510.00","44,697.30","37,365.40",480.25K,7.37%
08/08/2021,"47,081.50","44,584.90","48,090.90","42,824.10",603.00K,5.53%
08/15/2021,"48,875.80","47,082.60","49,719.10","43,986.70",404.44K,3.81%
08/22/2021,"48,897.10","48,870.40","50,498.80","46,360.40",455.60K,0.04%
08/29/2021,"49,918.40","48,899.70","51,008.80","46,533.10",503.54K,2.09%
09/05/2021,"45,161.90","49,918.70","52,885.30","43,072.40",635.39K,-9.53%
09/12/2021,"48,306.70","45,162.60","48,761.00","43,463.20",428.09K,6.96%
09/19/2021,"42,686.80","48,299.90","48,341.90","39,646.80",682.37K,-11.63%
09/26/2021,"47,666.90","42,685.80","48,435.20","40,786.60",486.08K,11.67%
10/03/2021,"54,942.50","47,665.40","55,977.90","46,958.60",506.29K,15.26%
10/10/2021,"60,861.10","54,942.50","62,892.80","54,100.80",628.28K,10.77%
10/17/2021,"61,312.50","60,865.50","66,967.10","59,143.40",545.11K,0.74%
10/24/2021,"61,840.10","61,308.20","63,694.80","58,112.60",449.83K,0.86%
10/31/2021,"61,483.90","61,842.20","64,256.40","59,612.70",375.25K,-0.58%
11/07/2021,"64,398.60","61,483.80","68,990.60","61,347.20",451.59K,4.74%
11/14/2021,"59,717.60","64,397.20","66,311.20","55,626.30",521.73K,-7.27%
11/21/2021,"54,765.90","59,724.00","60,002.60","53,533.50",512.69K,-8.29%
11/28/2021,"49,195.20","54,758.00","59,174.40","42,587.80",485.37K,-10.17%
12/05/2021,"49,314.50","49,196.40","51,918.60","46,834.00",470.49K,0.24%
12/12/2021,"46,856.20","49,332.50","50,779.20","45,513.40",446.80K,-4.98%
12/19/2021,"50,406.40","46,855.70","51,795.30","45,577.30",343.62K,7.58%
12/26/2021,"47,738.00","50,404.00","52,016.30","45,693.60",391.96K,-5.29%
01/02/2022,"41,672.00","47,738.70","47,944.90","40,574.30",446.80K,-12.71%
01/09/2022,"43,097.00","41,681.20","44,404.70","39,697.00",391.26K,3.42%
01/16/2022,"35,075.20","43,079.20","43,487.10","34,116.00",541.76K,-18.61%
01/23/2022,"38,170.80","35,072.90","38,862.60","32,985.60",630.11K,8.83%
01/30/2022,"41,412.10","38,167.50","41,899.80","36,297.30",451.36K,8.49%
02/06/2022,"42,205.20","41,411.90","45,755.20","41,176.30",473.29K,1.92%
02/13/2022,"40,090.30","42,205.50","44,722.60","39,505.00",376.77K,-5.01%
02/20/2022,"39,115.50","40,089.60","40,120.30","34,357.40",635.91K,-2.43%
02/27/2022,"39,395.80","39,116.60","45,294.20","37,062.30",6.23B,0.72%
03/06/2022,"38,814.30","39,396.30","42,538.50","37,182.10",20.31B,-1.48%
03/13/2022,"42,233.00","38,813.20","42,386.00","37,603.40",17.07B,8.81%
03/20/2022,"44,548.00","42,241.00","45,112.00","40,530.00",3.16B,5.48%
03/27/2022,"45,811.00","44,542.00","48,199.00","44,261.00",3.66B,2.84%
04/03/2022,"42,767.00","45,813.00","47,435.00","42,113.00",3.23B,-6.64%
04/10/2022,"40,382.00","42,760.00","43,421.00","39,202.00",2.49B,-5.58%
04/17/2022,"39,418.00","40,382.00","42,969.00","38,577.00",2.66B,-2.39%
04/24/2022,"37,650.00","39,434.00","40,770.00","37,596.00",3.35B,-4.49%
05/01/2022,"35,468.00","37,642.00","40,021.00","34,773.00",4.43B,-5.80%
05/08/2022,"30,080.40","35,468.00","35,497.00","26,500.50",672.43M,-15.19%
05/15/2022,"29,434.60","30,078.60","31,383.80","28,648.10",630.05K,-2.15%
05/22/2022,"29,027.10","29,433.00","30,644.80","28,077.90",658.54K,-1.38%
05/29/2022,"29,864.30","29,027.10","32,377.50","28,838.70",610.88K,2.88%
06/05/2022,"28,403.40","29,865.10","31,753.40","28,161.80",614.26K,-4.89%
06/12/2022,"18,986.50","28,404.00","28,534.80","17,630.50",1.44M,-33.15%
06/19/2022,"21,489.90","18,983.40","21,689.30","17,983.70",889.96K,13.19%
06/26/2022,"19,243.20","21,489.90","21,837.40","18,682.70",742.87K,-10.45%
07/03/2022,"21,587.50","19,243.40","22,482.10","18,794.40",1.39M,12.18%
07/10/2022,"21,209.90","21,587.40","21,599.20","18,942.20",1.31M,-1.75%
07/17/2022,"22,460.40","21,209.80","24,258.00","20,755.20",1.61M,5.90%
